,PV,nonCriticalLoad,criticalLoad
05/25/2015 2345,-0.1,4152.696,1204.949
05/26/2015 0000,-0.1,4021.645,1171.913
05/26/2015 0015,-0.1,3871.3459999999995,1125.55
05/26/2015 0030,-0.1,3721.8630000000003,1086.154
05/26/2015 0045,-0.1,3593.391,1053.1309999999999
05/26/2015 0100,-0.1,3495.032,1030.8600000000001
05/26/2015 0115,-0.1,3376.694,1008.8340000000001
05/26/2015 0130,-0.1,3302.526,991.3489999999999
05/26/2015 0145,-0.1,3235.775,963.7919999999999
05/26/2015 0200,-0.1,3164.6319999999996,937.947
05/26/2015 0215,-0.1,3120.215,923.476
05/26/2015 0230,-0.1,3080.413,907.224
05/26/2015 0245,-0.1,3061.297,896.787
05/26/2015 0300,-0.1,3011.591,894.5
05/26/2015 0315,-0.1,2968.7419999999993,884.6980000000001
05/26/2015 0330,-0.1,2955.0379999999996,877.4639999999999
05/26/2015 0345,-0.1,2934.459,871.451
05/26/2015 0400,-0.1,2939.203,872.9849999999999
05/26/2015 0415,-0.1,2940.298,866.359
05/26/2015 0430,-0.1,2957.0699999999997,875.7049999999999
05/26/2015 0445,-0.1,2990.828,890.11
05/26/2015 0500,-0.1,3065.746,896.894
05/26/2015 0515,-0.1,3135.4610000000002,919.03
05/26/2015 0530,-0.1,3216.428,941.6389999999999
05/26/2015 0545,-0.1,3325.256,952.889
05/26/2015 0600,-0.1,3495.825,1007.971
05/26/2015 0615,-0.1,3669.669,1059.961
05/26/2015 0630,13.618258413174745,3802.4360000000006,1103.8310000000001
05/26/2015 0645,25.935283540413362,3934.197,1135.566
05/26/2015 0700,37.44799204674676,4011.4219999999996,1171.399
05/26/2015 0715,61.26017898890256,4058.233,1183.5
05/26/2015 0730,99.37099269492376,3977.587,1201.562
05/26/2015 0745,150.36586733194358,3912.236,1207.919
05/26/2015 0800,210.94559995307637,3944.812,1243.57
05/26/2015 0815,277.3881579339508,3960.028,1259.241
05/26/2015 0830,346.37720378708156,3965.7380000000003,1278.896
05/26/2015 0845,415.33871458534236,3954.6910000000003,1287.384
05/26/2015 0900,482.48540542805057,3969.6099999999997,1292.407
05/26/2015 0915,546.712833157215,3985.9169999999995,1313.595
05/26/2015 0930,607.4351501430334,3977.208,1339.46
05/26/2015 0945,664.4110061669901,4008.513,1350.627
05/26/2015 1000,717.5872492707277,4042.521,1364.795
05/26/2015 1015,766.9745845470228,4087.187,1378.963
05/26/2015 1030,812.5611548000187,4110.2429999999995,1371.0279999999998
05/26/2015 1045,854.2648759357579,4128.592,1378.966
05/26/2015 1100,891.9221824660667,4156.9890000000005,1395.7350000000001
05/26/2015 1115,925.3086908722769,4174.818,1396.714
05/26/2015 1130,954.1857904081796,4182.418,1415.122
05/26/2015 1145,978.3660974313267,4180.245,1414.9279999999999
05/26/2015 1200,997.789336715566,4180.852,1432.3719999999998
05/26/2015 1215,1012.5972681150158,4199.061,1426.3319999999999
05/26/2015 1230,1023.1878524832553,4194.34,1429.838
05/26/2015 1245,1030.2013483805079,4192.178,1426.831
05/26/2015 1300,1034.306401504963,4173.136,1425.88
05/26/2015 1315,1035.5878397852764,4126.804999999999,1413.9790000000003
05/26/2015 1330,1033.4811901284825,4120.575999999999,1417.8960000000002
05/26/2015 1345,1028.2948465746626,4161.566999999999,1430.2869999999998
05/26/2015 1400,1020.2934701083872,4206.75,1431.1730000000002
05/26/2015 1415,1008.9246657642287,4239.686,1433.8400000000001
05/26/2015 1430,993.4696000698093,4237.621999999999,1432.598
05/26/2015 1445,973.4049165836157,4236.974,1429.024
05/26/2015 1500,948.4709105706194,4274.424,1435.967
05/26/2015 1515,918.6339430208733,4312.362999999999,1441.8010000000002
05/26/2015 1530,884.0152318128659,4327.236,1448.204
05/26/2015 1545,844.813469138073,4353.852,1466.9940000000001
05/26/2015 1600,801.2352638541472,4430.632,1460.073
05/26/2015 1615,753.4431066186376,4498.724999999999,1468.554
05/26/2015 1630,701.528949298678,4565.696,1485.452
05/26/2015 1645,645.5205951400106,4636.219,1491.5389999999998
05/26/2015 1700,585.4269606474701,4707.671,1480.862
05/26/2015 1715,521.3265791862565,4750.499000000001,1492.587
05/26/2015 1730,453.5009783846881,4818.088,1496.335
05/26/2015 1745,382.6095501800301,4880.886,1492.944
05/26/2015 1800,309.89334383575755,5002.987999999999,1506.701
05/26/2015 1815,237.37758097693293,5099.545,1523.591
05/26/2015 1830,168.00783473237556,5167.1669999999995,1536.942
05/26/2015 1845,105.58865377036649,5250.758000000001,1540.6280000000002
05/26/2015 1900,54.28640853498147,5392.271000000001,1568.708
05/26/2015 1915,17.389969900599073,5507.761,1603.801
05/26/2015 1930,-0.1,5669.241,1617.286
05/26/2015 1945,-0.1,5827.85,1662.202
05/26/2015 2000,-0.1,6023.4400000000005,1699.584
05/26/2015 2015,-0.1,6150.235000000001,1715.8110000000001
05/26/2015 2030,-0.1,6242.295,1742.8090000000002
05/26/2015 2045,-0.1,6255.412000000001,1733.783
05/26/2015 2100,-0.1,6198.029999999999,1710.1680000000001
05/26/2015 2115,-0.1,6087.514999999999,1679.362
05/26/2015 2130,-0.1,5976.6320000000005,1645.059
05/26/2015 2145,-0.1,5859.991999999999,1598.1870000000001
05/26/2015 2200,-0.1,5704.052,1550.578
05/26/2015 2215,-0.1,5501.6669999999995,1515.05
05/26/2015 2230,-0.1,5284.648,1482.617
05/26/2015 2245,-0.1,5061.066,1417.4409999999998
05/26/2015 2300,-0.1,4841.080999999999,1359.615
05/26/2015 2315,-0.1,4620.665000000001,1311.719
05/26/2015 2330,-0.1,4393.3060000000005,1259.776
05/26/2015 2345,-0.1,4210.584,1205.85
05/27/2015 0000,-0.1,3929.9549999999995,1120.842
05/27/2015 0015,-0.1,3756.7659999999996,1087.047
05/27/2015 0030,-0.1,3615.828,1055.03
05/27/2015 0045,-0.1,3503.2780000000002,1030.015
05/27/2015 0100,-0.1,3405.6639999999998,1006.5910000000001
05/27/2015 0115,-0.1,3323.226,975.058
05/27/2015 0130,-0.1,3242.452,958.1880000000001
05/27/2015 0145,-0.1,3159.433,931.104
05/27/2015 0200,-0.1,3092.341,911.317
05/27/2015 0215,-0.1,3041.1449999999995,908.5799999999999
05/27/2015 0230,-0.1,2998.371,883.8109999999999
05/27/2015 0245,-0.1,2946.153,878.7259999999999
05/27/2015 0300,-0.1,2925.362,874.76
05/27/2015 0315,-0.1,2899.309,858.793
05/27/2015 0330,-0.1,2891.987,858.662
05/27/2015 0345,-0.1,2865.308,848.025
05/27/2015 0400,-0.1,2866.553,842.267
05/27/2015 0415,-0.1,2869.462,836.254
05/27/2015 0430,-0.1,2889.438,848.0029999999999
05/27/2015 0445,-0.1,2935.9159999999993,851.9749999999999
05/27/2015 0500,-0.1,3013.2439999999997,871.5989999999999
05/27/2015 0515,-0.1,3084.831,891.017
05/27/2015 0530,-0.1,3161.3610000000003,920.01
05/27/2015 0545,-0.1,3279.1320000000005,942.639
05/27/2015 0600,-0.1,3449.5660000000003,992.9159999999999
05/27/2015 0615,-0.1,3622.6900000000005,1036.131
05/27/2015 0630,13.95109269053367,3759.157,1078.2759999999998
05/27/2015 0645,26.14303187253511,3878.143,1102.607
05/27/2015 0700,37.62151646734766,3949.948,1133.417
05/27/2015 0715,61.478631446093665,3979.782,1165.2839999999999
05/27/2015 0730,99.62690455435866,3911.701,1184.07
05/27/2015 0745,150.62598544727567,3825.3720000000003,1178.042
05/27/2015 0800,211.17535764225912,3738.8240000000005,1179.655
05/27/2015 0815,277.5621811389333,3749.91,1203.684
05/27/2015 0830,346.4811959165976,3765.3730000000005,1206.6680000000001
05/27/2015 0845,415.3675044376741,3764.133,1230.05
05/27/2015 0900,482.4399608907934,3768.8940000000002,1257.542
05/27/2015 0915,546.5975598967983,3791.0,1266.368
05/27/2015 0930,607.2559552491339,3813.4120000000003,1284.05
05/27/2015 0945,664.1741864806401,3812.196,1295.2069999999999
05/27/2015 1000,717.2990744019265,3844.2249999999995,1306.199
05/27/2015 1015,766.6413738836119,3864.4330000000004,1308.952
05/27/2015 1030,812.1896358766943,3883.6229999999996,1326.616
05/27/2015 1045,853.8626277200054,3879.0910000000003,1337.8649999999998
05/27/2015 1100,891.4979942309216,3877.196,1330.7350000000001
05/27/2015 1115,924.8726956506148,3899.4519999999998,1335.8139999999999
05/27/2015 1130,953.7492530867501,3856.4700000000003,1341.654
05/27/2015 1145,977.9407408872356,3861.3720000000003,1358.405
05/27/2015 1200,997.3860578063063,3863.0520000000006,1347.4340000000002
05/27/2015 1215,1012.2240001609731,3875.621,1339.719
05/27/2015 1230,1022.8461663978832,3882.8499999999995,1355.5680000000002
05/27/2015 1245,1029.8816103020708,3885.552,1355.79
05/27/2015 1300,1033.9862934515302,3883.97,1358.5549999999998
05/27/2015 1315,1035.263028402295,3903.599,1367.596
05/27/2015 1330,1033.203157996535,3894.6850000000004,1365.978
05/27/2015 1345,1028.075698019979,3904.921,1388.54
05/27/2015 1400,1020.1147718311275,3919.962,1384.394
05/27/2015 1415,1008.7824868809928,3920.8720000000003,1374.7679999999998
05/27/2015 1430,993.3719962931709,3936.139,1387.164
05/27/2015 1445,973.3644465664954,3980.317,1397.788
05/27/2015 1500,948.500617237607,4015.0879999999997,1407.9089999999999
05/27/2015 1515,918.7457010568884,4084.171,1426.839
05/27/2015 1530,884.219375498468,4170.656,1444.929
05/27/2015 1545,845.1191061330923,4261.415,1458.424
05/27/2015 1600,801.6509195256018,4442.013,1492.904
05/27/2015 1615,753.9774324653409,4528.977,1504.511
05/27/2015 1630,702.1912494178047,4614.745,1508.571
05/27/2015 1645,646.3209151802316,4668.320000000001,1514.908
05/27/2015 1700,586.3754633059024,4751.284,1514.839
05/27/2015 1715,522.4319115532132,4807.671,1534.402
05/27/2015 1730,454.7673345757681,4901.683000000001,1535.317
05/27/2015 1745,384.03217846455186,4978.65,1544.353
05/27/2015 1800,311.4524094650594,5055.877,1560.342
05/27/2015 1815,239.03073077174406,5172.148000000001,1545.468
05/27/2015 1830,169.6828602167082,5235.700999999999,1551.489
05/27/2015 1845,107.1799559546981,5255.835,1568.2869999999998
05/27/2015 1900,55.66308968500003,5295.595,1552.493
05/27/2015 1915,18.426034293277556,5370.129,1566.8069999999998
05/27/2015 1930,-0.1,5456.275000000001,1582.135
05/27/2015 1945,-0.1,5609.802,1628.3940000000002
05/27/2015 2000,-0.1,5812.839,1664.5620000000001
05/27/2015 2015,-0.1,5990.606,1713.8780000000002
05/27/2015 2030,-0.1,6097.412,1714.451
05/27/2015 2045,-0.1,6083.464999999999,1713.026
05/27/2015 2100,-0.1,6107.907,1688.647
05/27/2015 2115,-0.1,6053.378000000001,1664.46
05/27/2015 2130,-0.1,5965.535,1647.09
05/27/2015 2145,-0.1,5802.381,1596.396
05/27/2015 2200,-0.1,5618.16,1558.1680000000001
05/27/2015 2215,-0.1,5458.471,1514.8310000000001
05/27/2015 2230,-0.1,5241.023,1457.132
05/27/2015 2245,-0.1,5040.172,1409.591
05/27/2015 2300,-0.1,4822.877,1354.9360000000001
05/27/2015 2315,-0.1,4586.6990000000005,1291.4389999999999
05/27/2015 2330,-0.1,4374.5419999999995,1245.8719999999998
05/27/2015 2345,-0.1,4165.69,1204.5549999999998
05/28/2015 0000,-0.1,3908.539,1155.5660000000003
05/28/2015 0015,-0.1,3742.163,1108.4299999999998
05/28/2015 0030,-0.1,3601.947,1067.7150000000001
05/28/2015 0045,-0.1,3488.2830000000004,1038.7060000000001
05/28/2015 0100,-0.1,3377.5660000000003,1012.5619999999999
05/28/2015 0115,-0.1,3299.6910000000003,981.1610000000001
05/28/2015 0130,-0.1,3205.802,969.462
05/28/2015 0145,-0.1,3137.5500000000006,948.739
05/28/2015 0200,-0.1,3074.218,929.712
05/28/2015 0215,-0.1,3022.245,911.844
05/28/2015 0230,-0.1,2986.732,887.6030000000001
05/28/2015 0245,-0.1,2954.921,886.8770000000001
05/28/2015 0300,-0.1,2916.449,880.0440000000001
05/28/2015 0315,-0.1,2884.3440000000005,868.7479999999999
05/28/2015 0330,-0.1,2863.375,870.28
05/28/2015 0345,-0.1,2842.5969999999998,855.0939999999999
05/28/2015 0400,-0.1,2845.6860000000006,849.8770000000001
05/28/2015 0415,-0.1,2848.936,849.379
05/28/2015 0430,-0.1,2862.762,854.587
05/28/2015 0445,-0.1,2886.261,855.293
05/28/2015 0500,-0.1,2970.093,884.8240000000001
05/28/2015 0515,-0.1,3044.125,903.062
05/28/2015 0530,-0.1,3124.2599999999993,914.863
05/28/2015 0545,-0.1,3230.0110000000004,932.0730000000001
05/28/2015 0600,-0.1,3401.2629999999995,982.118
05/28/2015 0615,-0.1,3547.325,1029.77
05/28/2015 0630,14.258059976127212,3641.4660000000003,1059.4180000000001
05/28/2015 0645,26.3311570039126,3740.0200000000004,1097.943
05/28/2015 0700,37.77265799601987,3790.0830000000005,1133.141
05/28/2015 0715,61.66253150997301,3823.4250000000006,1157.123
05/28/2015 0730,99.83585936799699,3750.796,1155.7150000000001
05/28/2015 0745,150.82985100300078,3657.951,1141.266
05/28/2015 0800,211.34364171269317,3610.5699999999997,1143.2930000000001
05/28/2015 0815,277.6732145667105,3642.645,1163.031
05/28/2015 0830,346.5235009896951,3631.715,1173.025
05/28/2015 0845,415.337782237142,3648.979,1196.1280000000002
05/28/2015 0900,482.3402486452855,3659.1870000000004,1225.7309999999998
05/28/2015 0915,546.4327382538256,3697.8129999999996,1232.0320000000002
05/28/2015 0930,607.0320165631167,3675.9989999999993,1244.9879999999998
05/28/2015 0945,663.8972935910848,3666.4419999999996,1259.483
05/28/2015 1000,716.9752699212138,3698.0099999999993,1273.48
05/28/2015 1015,766.2767393762497,3723.8360000000002,1281.6970000000001
05/28/2015 1030,811.7906934363936,3738.035,1298.278
05/28/2015 1045,853.4367947097269,3773.888,1302.386
05/28/2015 1100,891.0539299566408,3782.567,1308.5259999999998
05/28/2015 1115,924.4204072303567,3802.6710000000003,1344.1639999999998
05/28/2015 1130,953.2998489971806,3807.3260000000005,1351.7930000000001
05/28/2015 1145,977.5057249872874,3849.902,1360.194
05/28/2015 1200,996.9760288301827,3883.858,1369.695
05/28/2015 1215,1011.8465387176257,3910.757,1374.105
05/28/2015 1230,1022.5025649681612,3948.1160000000004,1381.7649999999999
05/28/2015 1245,1029.562424336079,3978.777,1391.068
05/28/2015 1300,1033.6705857730597,3987.652,1393.7110000000002
05/28/2015 1315,1034.9470412378648,4019.567,1423.489
05/28/2015 1330,1032.9329683971914,4040.2370000000005,1442.886
05/28/2015 1345,1027.8627219967846,4093.075,1436.307
05/28/2015 1400,1019.9426229913844,4120.724,1453.2399999999998
05/28/2015 1415,1008.6480694100267,4178.347000000001,1471.4160000000002
05/28/2015 1430,993.2835288789088,4221.207,1491.815
05/28/2015 1445,973.3343599085281,4325.0160000000005,1503.831
05/28/2015 1500,948.5416754547308,4395.387000000001,1522.1190000000001
05/28/2015 1515,918.8694172733086,4516.2029999999995,1550.2069999999999
05/28/2015 1530,884.4356824949807,4651.982,1562.812
05/28/2015 1545,845.4366980097537,4782.939,1574.28
05/28/2015 1600,802.0779112653167,4934.267,1603.724
05/28/2015 1615,754.5220721507651,5053.976,1629.534
05/28/2015 1630,702.8624392291775,5164.340999999999,1643.382
05/28/2015 1645,647.1282895482983,5268.642,1654.8
05/28/2015 1700,587.3287544829893,5377.732000000001,1656.249
05/28/2015 1715,523.539317149352,5460.431,1658.7939999999999
05/28/2015 1730,456.0326031823235,5541.973,1671.623
05/28/2015 1745,385.45017938174874,5598.1630000000005,1651.92
05/28/2015 1800,313.00311826434506,5684.418,1657.87
05/28/2015 1815,240.67199766776474,5741.748,1655.907
05/28/2015 1830,171.34336658920535,5749.416000000001,1670.9789999999998
05/28/2015 1845,108.75602262731124,5789.188999999999,1638.479
05/28/2015 1900,57.02699611335209,5773.863,1643.9769999999999
05/28/2015 1915,19.455994783990704,5775.710999999999,1624.742
05/28/2015 1930,-0.1,5837.7480000000005,1633.315
05/28/2015 1945,-0.1,5915.113,1666.295
05/28/2015 2000,-0.1,6083.209000000001,1701.129
05/28/2015 2015,-0.1,6225.739,1742.949
05/28/2015 2030,-0.1,6309.933999999999,1755.205
05/28/2015 2045,-0.1,6340.829,1749.4360000000001
05/28/2015 2100,-0.1,6293.005999999999,1719.9630000000002
05/28/2015 2115,-0.1,6204.254,1691.71
05/28/2015 2130,-0.1,6101.597000000001,1653.3429999999998
05/28/2015 2145,-0.1,5953.593999999999,1622.406
05/28/2015 2200,-0.1,5820.552,1574.482
05/28/2015 2215,-0.1,5607.633,1527.972
05/28/2015 2230,-0.1,5384.743,1485.255
05/28/2015 2245,-0.1,5195.0019999999995,1430.3410000000001
05/28/2015 2300,-0.1,4965.268999999999,1372.9560000000001
05/28/2015 2315,-0.1,4723.885,1307.667
05/28/2015 2330,-0.1,4498.28,1255.6490000000001
05/28/2015 2345,-0.1,4289.479,1198.9180000000001
05/29/2015 0000,-0.1,4135.418,1170.702
05/29/2015 0015,-0.1,3969.4620000000004,1133.6390000000001
05/29/2015 0030,-0.1,3833.8230000000003,1086.364
05/29/2015 0045,-0.1,3694.17,1052.341
05/29/2015 0100,-0.1,3571.256,1030.721
05/29/2015 0115,-0.1,3462.0340000000006,995.348
05/29/2015 0130,-0.1,3361.695,989.9639999999999
05/29/2015 0145,-0.1,3276.733,958.1170000000001
05/29/2015 0200,-0.1,3211.4300000000003,942.105
05/29/2015 0215,-0.1,3154.1079999999993,933.247
05/29/2015 0230,-0.1,3088.2499999999995,915.474
05/29/2015 0245,-0.1,3042.584,897.4200000000001
05/29/2015 0300,-0.1,3002.807,886.6870000000001
05/29/2015 0315,-0.1,2953.911,876.666
05/29/2015 0330,-0.1,2945.513,865.6469999999999
05/29/2015 0345,-0.1,2917.2799999999997,869.3050000000001
05/29/2015 0400,-0.1,2914.668,850.432
05/29/2015 0415,-0.1,2895.81,856.01
05/29/2015 0430,-0.1,2906.958,863.1589999999999
05/29/2015 0445,-0.1,2921.4840000000004,860.425
05/29/2015 0500,-0.1,2984.156,866.918
05/29/2015 0515,-0.1,3057.091,890.186
05/29/2015 0530,-0.1,3130.9710000000005,917.291
05/29/2015 0545,-0.1,3215.475,938.887
05/29/2015 0600,-0.1,3345.362,963.5450000000001
05/29/2015 0615,-0.1,3499.3650000000007,1008.3
05/29/2015 0630,14.539659589161408,3591.388,1041.607
05/29/2015 0645,26.500262801179026,3699.228,1067.686
05/29/2015 0700,37.90161075448737,3781.9390000000003,1122.587
05/29/2015 0715,61.812138665086415,3813.412,1143.2040000000002
05/29/2015 0730,99.99835858235528,3736.3770000000004,1145.7849999999999
05/29/2015 0745,150.97824654100904,3673.4539999999997,1142.121
05/29/2015 0800,211.45148212502886,3571.9489999999996,1164.77
05/29/2015 0815,277.7224766532302,3597.073,1190.5549999999998
05/29/2015 0830,346.50546710021865,3568.9759999999997,1211.574
05/29/2015 0845,415.2509776375378,3551.823,1227.68
05/29/2015 0900,482.18774518314154,3551.202,1241.474
05/29/2015 0915,546.2198690389627,3591.1069999999995,1249.935
05/29/2015 0930,606.7648460651906,3594.338,1266.232
05/29/2015 0945,663.5818435764405,3587.2879999999996,1266.258
05/29/2015 1000,716.6173518199092,3609.63,1268.216
05/29/2015 1015,765.8821929366688,3661.912,1304.614
05/29/2015 1030,811.3658294075898,3699.268,1324.719
05/29/2015 1045,852.9888597194413,3716.357,1332.018
05/29/2015 1100,890.5914404740472,3749.3739999999993,1347.181
05/29/2015 1115,923.9532282223915,3816.2780000000002,1367.8759999999997
05/29/2015 1130,952.8389142496408,4021.681,1420.615
05/29/2015 1145,977.0623014460133,4064.8240000000005,1435.531
05/29/2015 1200,996.5604032241375,4091.7690000000002,1451.297
05/29/2015 1215,1011.4659337762744,4207.11,1468.867
05/29/2015 1230,1022.1580009712168,4256.225,1484.0790000000002
05/29/2015 1245,1029.2446450529103,4298.933,1507.9180000000001
05/29/2015 1300,1033.359918190672,4356.704,1528.627
05/29/2015 1315,1034.640142460501,4437.844,1556.563
05/29/2015 1330,1032.6710959654058,4537.5380000000005,1582.258
05/29/2015 1345,1027.6566027489187,4647.039000000001,1615.756
05/29/2015 1400,1019.7777375435879,4715.43,1634.755
05/29/2015 1415,1008.5221200108508,4790.521000000001,1647.8429999999998
05/29/2015 1430,993.2048828395295,4880.132,1681.4640000000002
05/29/2015 1445,973.315304658087,5039.652000000001,1713.674
05/29/2015 1500,948.5946806465384,5191.742,1721.818
05/29/2015 1515,919.005620675284,5320.098,1769.2060000000001
05/29/2015 1530,884.6646045012305,5488.413,1808.1909999999998
05/29/2015 1545,845.7666112830567,5598.772000000001,1807.0009999999997
05/29/2015 1600,802.5165150767623,5864.205999999999,1857.505
05/29/2015 1615,755.0772077427113,6025.671,1877.045
05/29/2015 1630,703.5426047710733,6176.223,1899.5310000000002
05/29/2015 1645,647.9427071768516,6282.179,1931.797
05/29/2015 1700,588.2867261548545,6397.9310000000005,1918.83
05/29/2015 1715,524.6485930462887,6497.548000000001,1914.141
05/29/2015 1730,457.29649143006446,6557.772999999999,1914.676
05/29/2015 1745,386.8631794942209,6547.149,1920.968
05/29/2015 1800,314.5450295600481,6568.817999999999,1908.824
05/29/2015 1815,242.30088848819324,6563.889,1860.743
05/29/2015 1830,172.9888146443658,6569.028,1859.392
05/29/2015 1845,110.31624514126047,6553.759,1843.9830000000002
05/29/2015 1900,58.377361931381365,6558.139,1826.4270000000001
05/29/2015 1915,20.478755521574936,6526.432999999999,1795.3970000000002
05/29/2015 1930,-0.1,6508.820000000001,1776.699
05/29/2015 1945,-0.1,6507.24,1790.9460000000001
05/29/2015 2000,-0.1,6628.6230000000005,1807.633
05/29/2015 2015,-0.1,6717.589,1824.4140000000002
05/29/2015 2030,-0.1,6779.018999999998,1839.004
05/29/2015 2045,-0.1,6757.318,1825.756
