,PV,nonCriticalLoad,criticalLoad
08/20/2015 0600,-0.1,4374.358,1280.359
08/20/2015 0615,-0.1,4493.882,1306.317
08/20/2015 0630,-0.1,4593.912,1357.3899999999999
08/20/2015 0645,-0.1,4686.625,1371.6209999999999
08/20/2015 0700,13.22144121340705,4712.784,1413.2379999999998
08/20/2015 0715,29.834774143316835,4725.451,1428.008
08/20/2015 0730,54.22748689924677,4615.710999999999,1427.705
08/20/2015 0745,91.24888411211411,4522.656,1434.402
08/20/2015 0800,141.05335301957592,4547.334,1459.308
08/20/2015 0815,200.94504981710423,4540.113,1486.149
08/20/2015 0830,267.2589809091948,4577.37,1524.056
08/20/2015 0845,336.5292932176811,4590.496,1533.493
08/20/2015 0900,406.0046651710524,4611.212,1564.9119999999998
08/20/2015 0915,473.75993545753494,4634.877,1593.092
08/20/2015 0930,538.6019638594245,4633.878000000001,1617.127
08/20/2015 0945,599.8919514917308,4660.889000000001,1607.0189999999998
08/20/2015 1000,657.3526910466503,4716.536,1642.978
08/20/2015 1015,710.8968288032534,4731.103,1649.654
08/20/2015 1030,760.4934253466939,4772.56,1676.4940000000001
08/20/2015 1045,806.0792070594841,4834.475,1697.98
08/20/2015 1100,847.5146313785904,4904.057000000001,1729.3410000000001
08/20/2015 1115,884.5810906156413,4994.686000000001,1775.5729999999999
08/20/2015 1130,917.0132653781125,5096.078999999999,1817.292
08/20/2015 1145,944.5593879694006,5218.457,1848.775
08/20/2015 1200,967.0614160579836,5369.899,1896.151
08/20/2015 1215,984.5464543287137,5532.441999999999,1923.353
08/20/2015 1230,997.3193109520179,5667.843,1974.825
08/20/2015 1245,1006.0398636219497,5821.817999999999,2042.449
08/20/2015 1300,1011.7340930427283,5956.456,2074.612
08/20/2015 1315,1015.382368791423,6165.889999999999,2131.273
08/20/2015 1330,1014.7865640906334,6325.75,2190.3990000000003
08/20/2015 1345,1008.8161852484478,6521.52,2240.475
08/20/2015 1400,1000.712886535109,6720.439000000001,2262.178
08/20/2015 1415,989.7638948957401,6919.197999999999,2331.353
08/20/2015 1430,974.8372100373782,7084.361999999999,2380.707
08/20/2015 1445,955.144885217034,7355.304999999999,2425.258
08/20/2015 1500,930.2681336589399,7682.235000000001,2457.0190000000002
08/20/2015 1515,900.0841281494304,7956.9490000000005,2540.2740000000003
08/20/2015 1530,864.6720970076385,8230.251,2590.955
08/20/2015 1545,824.2190308941383,8527.251,2648.262
08/20/2015 1600,778.9363122021119,8806.004,2695.1130000000003
08/20/2015 1615,728.9967512910998,9011.853,2721.9030000000002
08/20/2015 1630,674.5011419625631,9158.699999999999,2731.232
08/20/2015 1645,615.4833147848658,9260.975,2737.724
08/20/2015 1700,551.9621398760762,9384.626,2759.174
08/20/2015 1715,484.0478653097721,9471.148,2713.401
08/20/2015 1730,412.1082103777394,9532.023000000001,2731.692
08/20/2015 1745,336.99564173821193,9544.784,2706.053
08/20/2015 1800,260.32938257362554,9532.204000000002,2679.115
08/20/2015 1815,184.80899858713698,9528.629,2621.865
08/20/2015 1830,114.49692423039824,9421.649,2599.203
08/20/2015 1845,54.89928358563207,9288.323999999999,2532.94
08/20/2015 1900,12.328367615330817,9119.843,2465.652
08/20/2015 1915,-0.1,9037.235,2472.0609999999997
08/20/2015 1930,-0.1,9085.735,2464.625
08/20/2015 1945,-0.1,9154.764,2495.375
08/20/2015 2000,-0.1,9274.421,2495.814
08/20/2015 2015,-0.1,9309.330000000002,2514.1099999999997
08/20/2015 2030,-0.1,9266.838,2460.5209999999997
08/20/2015 2045,-0.1,9188.900000000001,2438.938
08/20/2015 2100,-0.1,9061.466999999999,2415.602
08/20/2015 2115,-0.1,8930.317,2375.004
08/20/2015 2130,-0.1,8731.151,2336.486
08/20/2015 2145,-0.1,8523.017,2267.0460000000003
08/20/2015 2200,-0.1,8234.114000000001,2184.133
08/20/2015 2215,-0.1,7966.976,2103.668
08/20/2015 2230,-0.1,7684.454,2043.897
08/20/2015 2245,-0.1,7383.520999999999,1981.7469999999998
08/20/2015 2300,-0.1,7083.563999999999,1904.886
08/20/2015 2315,-0.1,6792.056,1835.804
08/20/2015 2330,-0.1,6473.065,1769.025
08/20/2015 2345,-0.1,6201.099,1698.086
08/21/2015 0000,-0.1,5316.157,1190.768
08/21/2015 0015,-0.1,5111.972000000001,1163.637
08/21/2015 0030,-0.1,4913.743,1126.608
08/21/2015 0045,-0.1,5388.7970000000005,1488.2060000000001
08/21/2015 0100,-0.1,5179.097,1446.1910000000003
08/21/2015 0115,-0.1,5038.835,1404.487
08/21/2015 0130,-0.1,4895.018000000001,1361.4270000000001
08/21/2015 0145,-0.1,4788.157,1344.1309999999999
08/21/2015 0200,-0.1,4664.402,1312.723
08/21/2015 0215,-0.1,4545.514,1288.973
08/21/2015 0230,-0.1,4443.115,1259.9050000000002
08/21/2015 0245,-0.1,4357.342000000001,1239.352
08/21/2015 0300,-0.1,4297.964,1220.853
08/21/2015 0315,-0.1,4218.109,1203.4569999999999
08/21/2015 0330,-0.1,4170.999,1183.685
08/21/2015 0345,-0.1,4114.235,1182.5320000000002
08/21/2015 0400,-0.1,4070.5850000000005,1171.703
08/21/2015 0415,-0.1,4039.453,1153.3980000000001
08/21/2015 0430,-0.1,3997.576,1153.1399999999999
08/21/2015 0445,-0.1,3999.737,1164.159
08/21/2015 0500,-0.1,4039.677,1178.9370000000001
08/21/2015 0515,-0.1,4112.3189999999995,1193.896
08/21/2015 0530,-0.1,4165.881,1216.531
08/21/2015 0545,-0.1,4225.489,1238.719
08/21/2015 0600,-0.1,4329.802,1268.682
08/21/2015 0615,-0.1,4464.477,1313.9610000000002
08/21/2015 0630,-0.1,4607.963,1352.1979999999999
08/21/2015 0645,-0.1,4694.720000000001,1391.23
08/21/2015 0700,12.523213071550048,4795.752,1424.0880000000002
08/21/2015 0715,29.1629670018188,4812.540000000001,1425.442
08/21/2015 0730,53.500455576215444,4716.706,1428.535
08/21/2015 0745,90.49132710297393,4633.031,1430.741
08/21/2015 0800,140.33386813709342,4628.232,1471.837
08/21/2015 0815,200.3280413448615,4682.173,1514.101
08/21/2015 0830,266.7854020012105,4697.920999999999,1530.7669999999998
08/21/2015 0845,336.21591178195047,4696.103999999999,1557.548
08/21/2015 0900,405.85029117473516,4714.395,1582.117
08/21/2015 0915,473.75251478841227,4730.685,1591.531
08/21/2015 0930,538.7242200326476,4729.148999999999,1614.2469999999998
08/21/2015 0945,600.1250858578904,4725.857,1633.4430000000002
08/21/2015 1000,657.6783876459871,4803.511,1663.273
08/21/2015 1015,711.2980356766179,4815.795,1687.484
08/21/2015 1030,760.9543943995499,4831.348000000001,1697.952
08/21/2015 1045,806.585203231385,4851.677,1698.226
08/21/2015 1100,848.0516257707878,4912.921,1720.42
08/21/2015 1115,885.1356527610022,4965.501,1722.055
08/21/2015 1130,917.5727722515318,5005.786,1743.981
08/21/2015 1145,945.1125651831176,5025.528,1768.045
08/21/2015 1200,967.5990946051943,5065.769,1781.4
08/21/2015 1215,985.0621869760486,5140.716,1793.651
08/21/2015 1230,997.8088804952499,5212.079,1800.477
08/21/2015 1245,1006.4966383660817,5312.280999999999,1828.566
08/21/2015 1300,1012.1281491277886,5398.342,1864.652
08/21/2015 1315,1015.5765765158076,5462.884,1905.7620000000002
08/21/2015 1330,1014.8075612686243,5598.409,1947.37
08/21/2015 1345,1008.9939421854123,5754.008999999999,1998.7620000000002
08/21/2015 1400,1000.8907600406849,5878.2029999999995,2015.598
08/21/2015 1415,989.8598192560647,6019.719999999999,2062.12
08/21/2015 1430,974.8099056585768,6196.962,2079.688
08/21/2015 1445,954.9699865638473,6439.353999999999,2147.767
08/21/2015 1500,929.9300290777888,6669.985,2216.148
08/21/2015 1515,899.5719999527008,6921.009999999999,2271.182
08/21/2015 1530,863.9771563543821,7217.148,2330.682
08/21/2015 1545,823.3321579077905,7493.544,2399.468
08/21/2015 1600,777.8459802299122,7722.487999999999,2445.183
08/21/2015 1615,727.6873813457361,7959.691,2465.576
08/21/2015 1630,672.9521854072802,8137.740000000001,2460.956
08/21/2015 1645,613.6694854944917,8287.873,2498.199
08/21/2015 1700,549.8553478437775,8423.91,2492.932
08/21/2015 1715,481.62157059092266,8515.567,2469.2799999999997
08/21/2015 1730,409.34515846944197,8547.581,2497.1400000000003
08/21/2015 1745,333.9003199585371,8529.604,2452.96
08/21/2015 1800,256.9471416432144,8556.497000000001,2432.032
08/21/2015 1815,181.25462709528242,8566.976,2407.178
08/21/2015 1830,110.99555354657657,8449.455,2386.5299999999997
08/21/2015 1845,51.83377412806623,8388.186,2334.576
08/21/2015 1900,10.229474252227797,8238.623000000001,2272.728
08/21/2015 1915,-0.1,8177.611,2256.773
08/21/2015 1930,-0.1,8183.748,2271.017
08/21/2015 1945,-0.1,8351.64,2304.6310000000003
08/21/2015 2000,-0.1,8460.583999999999,2302.5150000000003
08/21/2015 2015,-0.1,8396.676,2306.4259999999995
08/21/2015 2030,-0.1,8419.529,2281.55
08/21/2015 2045,-0.1,8370.563,2261.95
08/21/2015 2100,-0.1,8253.998000000001,2222.8940000000002
08/21/2015 2115,-0.1,8170.575000000001,2204.2929999999997
08/21/2015 2130,-0.1,8057.7930000000015,2157.526
08/21/2015 2145,-0.1,7936.062,2121.8469999999998
08/21/2015 2200,-0.1,7762.776,2079.017
08/21/2015 2215,-0.1,7591.561,2068.9700000000003
08/21/2015 2230,-0.1,7379.772000000001,2009.279
08/21/2015 2245,-0.1,7137.756000000001,1942.681
08/21/2015 2300,-0.1,6887.009000000001,1883.02
08/21/2015 2315,-0.1,6667.9169999999995,1816.074
08/21/2015 2330,-0.1,6392.824,1754.767
08/21/2015 2345,-0.1,6148.187,1685.357
08/22/2015 0000,-0.1,4059.0510000000004,753.51
08/22/2015 0015,-0.1,3913.029,721.376
08/22/2015 0030,-0.1,3771.8210000000004,702.197
08/22/2015 0045,-0.1,5314.764999999999,1473.718
08/22/2015 0100,-0.1,5142.439,1425.598
08/22/2015 0115,-0.1,4961.465,1379.904
08/22/2015 0130,-0.1,4823.938,1335.983
08/22/2015 0145,-0.1,4704.066,1308.5159999999998
08/22/2015 0200,-0.1,4591.9529999999995,1276.405
08/22/2015 0215,-0.1,4453.918,1255.2959999999998
08/22/2015 0230,-0.1,4390.378,1227.546
08/22/2015 0245,-0.1,4305.101000000001,1210.495
08/22/2015 0300,-0.1,4241.028000000001,1194.7649999999999
08/22/2015 0315,-0.1,4176.284000000001,1164.425
08/22/2015 0330,-0.1,4112.873,1169.921
08/22/2015 0345,-0.1,4065.402,1147.4299999999998
08/22/2015 0400,-0.1,4018.4639999999995,1131.6970000000001
08/22/2015 0415,-0.1,3967.231,1127.2150000000001
08/22/2015 0430,-0.1,3934.525,1126.107
08/22/2015 0445,-0.1,3902.0380000000005,1112.321
08/22/2015 0500,-0.1,3915.0690000000004,1126.352
08/22/2015 0515,-0.1,3907.2219999999998,1125.4850000000001
08/22/2015 0530,-0.1,3899.145,1123.25
08/22/2015 0545,-0.1,3892.0339999999997,1133.101
08/22/2015 0600,-0.1,3953.17,1148.118
08/22/2015 0615,-0.1,3951.3309999999997,1146.778
08/22/2015 0630,-0.1,3982.0389999999998,1155.5549999999998
08/22/2015 0645,-0.1,4020.4860000000003,1162.705
08/22/2015 0700,11.824809465219177,4113.565,1183.964
08/22/2015 0715,28.491327017534456,4216.9130000000005,1212.828
08/22/2015 0730,52.77642066987325,4296.7339999999995,1236.982
08/22/2015 0745,89.73885793777659,4399.227,1275.334
08/22/2015 0800,139.62085357969607,4603.3730000000005,1344.7820000000002
08/22/2015 0815,199.71814356782906,4699.527,1388.2289999999998
08/22/2015 0830,266.3188141763421,4815.772,1423.699
08/22/2015 0845,335.9087276044376,4903.459000000001,1471.009
08/22/2015 0900,405.70079988396583,5021.7429999999995,1521.921
08/22/2015 0915,473.74830193770566,5106.75,1567.214
08/22/2015 0930,538.8477761208997,5216.824999999999,1604.4450000000002
08/22/2015 0945,600.3574598584395,5259.176,1627.877
08/22/2015 1000,658.0011508260831,5344.122,1663.877
08/22/2015 1015,711.6940382056151,5446.695,1710.426
08/22/2015 1030,761.4078008442781,5563.116,1745.101
08/22/2015 1045,807.0812168531846,5685.424000000001,1790.0040000000001
08/22/2015 1100,848.5762120474704,5871.061,1834.5140000000001
08/22/2015 1115,885.6754705409772,6024.044999999998,1876.7939999999999
08/22/2015 1130,918.1154205107654,6196.369,1913.007
08/22/2015 1145,945.6471467205064,6359.767999999999,1952.9769999999999
08/22/2015 1200,968.116956490914,6570.402999999999,2027.121
08/22/2015 1215,985.5574353368681,6763.642000000001,2044.027
08/22/2015 1230,998.2775950901566,6969.198000000001,2102.8469999999998
08/22/2015 1245,1006.9314845913281,7221.172999999999,2167.985
08/22/2015 1300,1012.4960867733449,7446.613000000001,2194.683
08/22/2015 1315,1015.7447325212738,7715.206999999999,2266.188
08/22/2015 1330,1014.8237621313986,7943.082,2319.489
08/22/2015 1345,1009.1445809456687,8263.273000000001,2369.909
08/22/2015 1400,1001.037095146656,8506.659,2412.692
08/22/2015 1415,989.919341602018,8690.179999999998,2483.924
08/22/2015 1430,974.7405113459916,8997.51,2540.236
08/22/2015 1445,954.7472639898405,9269.978,2578.578
08/22/2015 1500,929.5387498093769,9457.479999999998,2614.298
08/22/2015 1515,899.0018707378982,9682.397,2650.094
08/22/2015 1530,863.2198669043541,9814.625,2712.562
08/22/2015 1545,822.3789028670723,10008.029,2738.8999999999996
08/22/2015 1600,776.6853176515458,10169.555,2752.592
08/22/2015 1615,726.3035690497871,10235.596,2771.7969999999996
08/22/2015 1630,671.3242953846193,10326.485999999999,2776.8410000000003
08/22/2015 1645,611.7717244435532,10341.084,2774.015
08/22/2015 1700,547.6591477628488,10331.760000000002,2763.247
08/22/2015 1715,479.10018902383433,10267.011,2732.236
08/22/2015 1730,406.48178813698723,10226.996000000001,2701.0550000000003
08/22/2015 1745,330.7011244692334,10109.272,2648.3369999999995
08/22/2015 1800,253.46131943373013,9948.253999999999,2638.95
08/22/2015 1815,177.60459497791487,9763.413,2601.982
08/22/2015 1830,107.4204924558044,9524.768,2533.7789999999995
08/22/2015 1845,48.739455422066676,9315.423,2473.444
08/22/2015 1900,-0.1,9134.899,2419.872
08/22/2015 1915,-0.1,9039.722,2379.641
08/22/2015 1930,-0.1,9026.396,2414.286
08/22/2015 1945,-0.1,9029.437000000002,2418.482
08/22/2015 2000,-0.1,9082.682,2442.541
08/22/2015 2015,-0.1,9045.201000000001,2412.929
08/22/2015 2030,-0.1,8953.536,2374.9700000000003
08/22/2015 2045,-0.1,8838.146,2363.77
08/22/2015 2100,-0.1,8731.83,2349.208
08/22/2015 2115,-0.1,8619.153,2314.954
08/22/2015 2130,-0.1,8487.795,2285.2349999999997
08/22/2015 2145,-0.1,8357.164999999999,2248.926
08/22/2015 2200,-0.1,8135.104,2211.178
08/22/2015 2215,-0.1,7916.8640000000005,2131.179
08/22/2015 2230,-0.1,7729.749000000001,2077.053
08/22/2015 2245,-0.1,7540.924,2012.1530000000002
08/22/2015 2300,-0.1,7311.026000000001,1942.2130000000002
08/22/2015 2315,-0.1,7081.136,1886.478
08/22/2015 2330,-0.1,6834.121000000001,1815.9719999999998
08/22/2015 2345,-0.1,6571.171,1760.8740000000003
08/23/2015 0000,-0.1,5726.9619999999995,1254.8870000000002
08/23/2015 0015,-0.1,5527.924,1204.0189999999998
08/23/2015 0030,-0.1,5353.415,1174.283
08/23/2015 0045,-0.1,5651.662,1545.135
08/23/2015 0100,-0.1,5453.502,1492.763
08/23/2015 0115,-0.1,5254.031,1440.545
08/23/2015 0130,-0.1,5105.762999999999,1423.9569999999999
08/23/2015 0145,-0.1,4956.462,1378.258
08/23/2015 0200,-0.1,4834.853000000001,1343.807
08/23/2015 0215,-0.1,4717.873999999999,1329.1219999999998
08/23/2015 0230,-0.1,4592.681,1295.116
08/23/2015 0245,-0.1,4505.736000000001,1259.103
08/23/2015 0300,-0.1,4430.562,1245.5120000000002
08/23/2015 0315,-0.1,4368.818,1219.879
08/23/2015 0330,-0.1,4277.893,1199.7060000000001
08/23/2015 0345,-0.1,4194.773,1180.145
08/23/2015 0400,-0.1,4125.869000000001,1174.324
08/23/2015 0415,-0.1,4087.493,1158.6109999999999
08/23/2015 0430,-0.1,4018.073,1157.788
08/23/2015 0445,-0.1,3976.654,1149.587
08/23/2015 0500,-0.1,3919.885,1129.4250000000002
08/23/2015 0515,-0.1,3919.205,1131.083
08/23/2015 0530,-0.1,3899.654,1132.7359999999999
08/23/2015 0545,-0.1,3889.2160000000003,1139.998
08/23/2015 0600,-0.1,3906.4240000000004,1137.058
08/23/2015 0615,-0.1,3897.184,1137.725
08/23/2015 0630,-0.1,3933.523,1116.491
08/23/2015 0645,-0.1,3959.348,1124.7849999999999
08/23/2015 0700,11.126497247075802,4033.983,1146.71
08/23/2015 0715,27.81971116874627,4126.194,1162.333
08/23/2015 0730,52.05507869455184,4265.8330000000005,1198.435
08/23/2015 0745,88.99103933779112,4402.92,1245.912
08/23/2015 0800,138.91373653156114,4510.648999999999,1285.239
08/23/2015 0815,199.11464867534485,4695.449999999999,1340.3940000000002
08/23/2015 0830,265.8583836840555,4867.532,1386.0860000000002
08/23/2015 0845,335.60679737660945,5017.755,1430.569
08/23/2015 0900,405.5551581672104,5232.624,1491.2110000000002
08/23/2015 0915,473.7461931183572,5409.43,1566.913
08/23/2015 0930,538.9714736851587,5614.768000000001,1619.213
08/23/2015 0945,600.5878723129065,5781.0509999999995,1670.16
08/23/2015 1000,658.3197450084277,5962.312999999999,1722.7579999999998
08/23/2015 1015,712.0835727364677,6166.378000000001,1787.475
08/23/2015 1030,761.8523592221595,6404.380999999999,1833.3899999999999
08/23/2015 1045,807.5659488345224,6586.8730000000005,1884.22
08/23/2015 1100,849.0870891440816,6791.24,1933.47
08/23/2015 1115,886.1992567785128,7084.612,1996.5819999999999
08/23/2015 1130,918.639956440219,7320.812000000001,2050.921
08/23/2015 1145,946.1619335151248,7615.686000000001,2112.929
08/23/2015 1200,968.6138759251336,7888.688,2158.501
08/23/2015 1215,986.0311567098524,8129.955999999999,2224.026
08/23/2015 1230,998.724492819832,8385.595000000001,2301.27
08/23/2015 1245,1007.3435499213454,8649.101,2365.895
08/23/2015 1300,1012.8376771490553,8944.34,2410.331
08/23/2015 1315,1015.889878334056,9281.563,2499.504
08/23/2015 1330,1014.8347467722115,9494.028,2547.3320000000003
08/23/2015 1345,1009.2686155418284,9805.446,2616.893
08/23/2015 1400,1001.1512268073952,10052.007,2682.477
08/23/2015 1415,989.941477793602,10381.627,2744.434
08/23/2015 1430,974.6279967005045,10639.432999999999,2814.69
08/23/2015 1445,954.4757370266813,10887.296999999999,2862.541
08/23/2015 1500,929.093406155315,11165.798,2921.8140000000003
08/23/2015 1515,898.3729579111589,11415.557,2938.76
08/23/2015 1530,862.3995545255076,11604.321,2965.332
08/23/2015 1545,821.3586909032347,11763.113000000001,3000.1910000000003
08/23/2015 1600,775.4538325273471,11900.313999999998,3043.491
08/23/2015 1615,724.8448855017098,12024.384999999998,3040.3469999999998
08/23/2015 1630,669.6170866764548,12129.381000000001,3041.793
08/23/2015 1645,609.7896759754866,12092.025000000001,3048.709
08/23/2015 1700,545.3732103346304,12059.589,3038.809
08/23/2015 1715,476.48343327393997,12028.858,3032.05
08/23/2015 1730,403.5179015784964,11932.3,3031.2430000000004
08/23/2015 1745,327.39805254067477,11835.198000000002,3015.941
08/23/2015 1800,249.8723289772621,11692.984,2989.675
08/23/2015 1815,173.86019164934845,11597.673,2947.375
08/23/2015 1830,103.7748241568352,11455.997000000001,2942.4179999999997
08/23/2015 1845,45.62252921740392,11253.975999999999,2860.536
08/23/2015 1900,-0.1,11024.201,2802.8940000000002
08/23/2015 1915,-0.1,10846.677000000001,2779.912
08/23/2015 1930,-0.1,10756.822,2790.298
08/23/2015 1945,-0.1,10827.395,2811.2870000000003
08/23/2015 2000,-0.1,10853.688000000002,2813.3450000000003
08/23/2015 2015,-0.1,10838.064999999999,2785.498
08/23/2015 2030,-0.1,10739.839,2760.684
08/23/2015 2045,-0.1,10609.59,2749.632
08/23/2015 2100,-0.1,10455.03,2699.335
08/23/2015 2115,-0.1,10249.286999999998,2645.304
08/23/2015 2130,-0.1,10055.143,2603.2
08/23/2015 2145,-0.1,9787.606,2516.656
08/23/2015 2200,-0.1,9435.543000000001,2430.5209999999997
08/23/2015 2215,-0.1,9113.689999999999,2345.6530000000002
08/23/2015 2230,-0.1,8800.295,2266.129
08/23/2015 2245,-0.1,8396.64,2164.34
08/23/2015 2300,-0.1,8015.505999999999,2084.047
08/23/2015 2315,-0.1,7617.527,1989.283
08/23/2015 2330,-0.1,7243.124000000001,1923.67
08/23/2015 2345,-0.1,6913.191000000001,1804.584
08/24/2015 0000,-0.1,5816.9710000000005,1445.5549999999998
08/24/2015 0015,-0.1,5565.29,1397.991
08/24/2015 0030,-0.1,5357.228,1341.912
08/24/2015 0045,-0.1,5816.358,1537.19
08/24/2015 0100,-0.1,5565.723,1480.4769999999999
08/24/2015 0115,-0.1,5386.763999999999,1433.7350000000001
08/24/2015 0130,-0.1,5219.969,1400.93
08/24/2015 0145,-0.1,5086.865,1384.984
08/24/2015 0200,-0.1,4936.824,1346.504
08/24/2015 0215,-0.1,4819.989,1297.101
08/24/2015 0230,-0.1,4719.3949999999995,1278.632
08/24/2015 0245,-0.1,4596.845,1258.3919999999998
08/24/2015 0300,-0.1,4517.771,1236.976
08/24/2015 0315,-0.1,4415.235,1209.691
08/24/2015 0330,-0.1,4336.424,1204.7179999999998
08/24/2015 0345,-0.1,4276.256,1186.43
08/24/2015 0400,-0.1,4214.673,1182.507
08/24/2015 0415,-0.1,4162.47,1172.0549999999998
08/24/2015 0430,-0.1,4113.138,1161.866
08/24/2015 0445,-0.1,4102.749,1167.7359999999999
08/24/2015 0500,-0.1,4119.582,1181.06
08/24/2015 0515,-0.1,4166.55,1192.3519999999999
08/24/2015 0530,-0.1,4190.628000000001,1209.515
08/24/2015 0545,-0.1,4257.63,1223.8899999999999
08/24/2015 0600,-0.1,4383.818,1278.181
08/24/2015 0615,-0.1,4509.814,1294.589
08/24/2015 0630,-0.1,4580.254000000001,1325.569
08/24/2015 0645,-0.1,4644.301,1353.57
08/24/2015 0700,10.428534863569984,4679.227,1388.9389999999999
08/24/2015 0715,27.147960867116865,4649.818,1418.126
08/24/2015 0730,51.336090255829596,4571.8150000000005,1415.736
08/24/2015 0745,88.24737718719929,4529.747,1444.774
08/24/2015 0800,138.2118697855295,4573.79,1498.388
08/24/2015 0815,198.51676260701612,4633.602000000001,1533.3629999999998
08/24/2015 0830,265.4031845846184,4700.562,1581.2779999999998
08/24/2015 0845,335.3090846514214,4796.7,1623.089
08/24/2015 0900,405.41224246645584,4893.2390000000005,1689.6660000000002
08/24/2015 0915,473.74499914118013,4998.486,1743.509
08/24/2015 0930,539.0940751437812,5112.108,1790.755
08/24/2015 0945,600.815049702586,5248.93,1849.518
08/24/2015 1000,658.6328692327929,5388.0199999999995,1893.4209999999998
08/24/2015 1015,712.4653171468676,5546.159000000001,1948.2479999999998
08/24/2015 1030,762.2867324760423,5725.984000000001,2000.5059999999999
08/24/2015 1045,808.0380554235524,5917.409,2062.806
08/24/2015 1100,849.5829183256026,6178.839,2127.934
08/24/2015 1115,886.7056935490871,6410.468000000001,2196.483
08/24/2015 1130,919.1451021406924,6682.612999999999,2242.1369999999997
08/24/2015 1145,946.6557079749197,7016.209000000001,2294.124
08/24/2015 1200,969.08871261109,7316.231,2389.202
08/24/2015 1215,986.4822958956138,7574.075,2459.355
08/24/2015 1230,999.1486013159688,7821.329,2519.6459999999997
08/24/2015 1245,1007.7319864671746,8131.915,2584.7870000000003
08/24/2015 1300,1013.1527456742175,8464.682,2645.1859999999997
08/24/2015 1315,1016.0142900763425,8777.361,2718.321
08/24/2015 1330,1014.839658079443,9068.331999999999,2773.648
08/24/2015 1345,1009.3663305189474,9392.396,2858.394
08/24/2015 1400,1001.2324557189464,9649.327999999998,2939.411
08/24/2015 1415,989.9252405362364,9954.61,2988.3500000000004
08/24/2015 1430,974.4713472731377,10241.332999999999,3035.6189999999997
08/24/2015 1445,954.1544589033745,10572.9,3096.047
08/24/2015 1500,928.5931579780921,10920.673999999997,3160.3540000000003
08/24/2015 1515,897.6845417563637,11224.588,3238.901
08/24/2015 1530,861.515618567899,11529.575,3291.683
08/24/2015 1545,820.2710287149616,11805.849000000002,3347.02
08/24/2015 1600,774.1511205266329,12110.43,3395.34
08/24/2015 1615,723.3109940568725,12332.941,3387.352
08/24/2015 1630,667.8302702519874,12481.528000000002,3445.29
08/24/2015 1645,607.7230845344993,12627.864000000001,3475.214
08/24/2015 1700,542.9973109841408,12809.306,3452.308
08/24/2015 1715,473.77112681347705,12933.301999999998,3444.441
08/24/2015 1730,400.4534204789853,13028.585000000001,3429.535
08/24/2015 1745,323.99123522967807,13099.385000000002,3388.7180000000003
08/24/2015 1800,246.18074524662163,13069.162,3357.05
08/24/2015 1815,170.02293111324025,13105.869000000002,3339.9230000000002
08/24/2015 1830,100.06198977235046,12995.170000000002,3271.8140000000003
08/24/2015 1845,42.489720640725174,12825.773,3219.969
08/24/2015 1900,-0.1,12565.126,3172.5379999999996
08/24/2015 1915,-0.1,12436.852,3138.3959999999997
08/24/2015 1930,-0.1,12377.663,3135.428
08/24/2015 1945,-0.1,12465.534,3129.9840000000004
08/24/2015 2000,-0.1,12375.631,3133.7210000000005
08/24/2015 2015,-0.1,12303.859000000002,3121.535
08/24/2015 2030,-0.1,12243.048000000003,3097.847
08/24/2015 2045,-0.1,12064.318,3063.526
08/24/2015 2100,-0.1,11845.150999999998,2999.5829999999996
08/24/2015 2115,-0.1,11549.909,2913.499
08/24/2015 2130,-0.1,11331.746000000001,2858.8720000000003
08/24/2015 2145,-0.1,10985.57,2775.3460000000005
08/24/2015 2200,-0.1,10579.31,2650.638
08/24/2015 2215,-0.1,10145.475,2540.0789999999997
08/24/2015 2230,-0.1,9725.253999999999,2432.009
08/24/2015 2245,-0.1,9302.603000000001,2338.1420000000003
08/24/2015 2300,-0.1,8852.007,2217.36
08/24/2015 2315,-0.1,8443.275,2124.9179999999997
08/24/2015 2330,-0.1,7954.581,2040.481
08/24/2015 2345,-0.1,7610.917000000001,1948.049
08/25/2015 0000,-0.1,6599.806,1628.258
08/25/2015 0015,-0.1,6321.84,1562.3990000000001
08/25/2015 0030,-0.1,6083.549000000001,1514.0720000000001
08/25/2015 0045,-0.1,6336.745000000001,1673.24
08/25/2015 0100,-0.1,6118.207,1617.451
08/25/2015 0115,-0.1,5862.142000000001,1569.16
08/25/2015 0130,-0.1,5691.917,1512.164
08/25/2015 0145,-0.1,5535.490999999999,1474.873
08/25/2015 0200,-0.1,5356.237,1449.585
08/25/2015 0215,-0.1,5186.24,1412.998
08/25/2015 0230,-0.1,5054.0419999999995,1391.829
08/25/2015 0245,-0.1,4967.406,1349.7530000000002
08/25/2015 0300,-0.1,4869.4800000000005,1333.694
08/25/2015 0315,-0.1,4786.285,1314.008
08/25/2015 0330,-0.1,4717.8229999999985,1284.912
08/25/2015 0345,-0.1,4643.545,1268.198
08/25/2015 0400,-0.1,4579.621999999999,1252.937
08/25/2015 0415,-0.1,4537.731,1246.743
08/25/2015 0430,-0.1,4504.846,1258.641
08/25/2015 0445,-0.1,4489.934,1252.8470000000002
08/25/2015 0500,-0.1,4484.954,1268.855
08/25/2015 0515,-0.1,4526.562,1276.624
08/25/2015 0530,-0.1,4562.071,1285.935
08/25/2015 0545,-0.1,4624.38,1307.743
08/25/2015 0600,-0.1,4749.804,1374.3400000000001
08/25/2015 0615,-0.1,4902.852,1413.3339999999998
08/25/2015 0630,-0.1,5016.344000000001,1463.375
